,Unnamed: 0,Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),person,method
468,468,4.69,-6.31,10.2,0.394,12.0,0,0
469,469,4.7,-6.29,10.3,0.472,12.1,0,0
470,470,4.71,-6.18,10.4,0.579,12.1,0,0
471,471,4.72,-6.13,10.4,0.713,12.1,0,0
472,472,4.73,-6.22,10.4,0.79,12.1,0,0
473,473,4.74,-6.38,10.2,0.75,12.1,0,0
474,474,4.75,-6.52,9.98,0.729,11.9,0,0
475,475,4.76,-6.49,9.45,0.625,11.5,0,0
476,476,4.77,-6.36,8.53,0.512,10.7,0,0
477,477,4.78,-6.21,7.83,0.501,10.0,0,0
478,478,4.79,-6.05,7.48,0.485,9.63,0,0
479,479,4.8,-5.94,7.22,0.412,9.36,0,0
480,480,4.81,-5.88,6.86,0.157,9.04,0,0
481,481,4.82,-5.67,6.22,-0.681,8.44,0,0
482,482,4.83,-5.09,5.01,-2.72,7.64,0,0
483,483,4.84,-3.98,3.25,-5.36,7.42,0,0
484,484,4.85,-2.42,1.28,-7.19,7.7,0,0
485,485,4.86,-0.897,-0.0481,-6.29,6.35,0,0
486,486,4.87,0.194,-0.729,-0.663,1.0,0,0
487,487,4.88,2.6,-3.87,5.12,6.93,0,0
488,488,4.89,7.52,-9.58,10.6,16.1,0,0
489,489,4.9,15.2,-15.5,9.37,23.7,0,0
490,490,4.91,24.3,-22.4,1.64,33.1,0,0
491,491,4.92,31.6,-28.9,-7.47,43.5,0,0
492,492,4.93,30.8,-28.1,-8.61,42.6,0,0
493,493,4.94,20.3,-18.1,-0.829,27.2,0,0
494,494,4.95,11.7,-9.4,3.95,15.5,0,0
495,495,4.96,7.9,-5.68,3.58,10.4,0,0
496,496,4.97,6.1,-5.06,1.67,8.1,0,0
497,497,4.98,5.1,-6.47,1.33,8.35,0,0
498,498,4.99,4.31,-7.86,1.96,9.18,0,0
499,499,5.0,3.62,-8.42,2.27,9.45,0,0
500,500,5.01,2.97,-8.18,1.6,8.84,0,0
501,501,5.02,2.1,-7.14,0.115,7.44,0,0
502,502,5.03,1.13,-5.66,-1.05,5.86,0,0
503,503,5.04,0.142,-3.99,-1.28,4.19,0,0
504,504,5.05,-0.729,-2.25,-0.847,2.51,0,0
505,505,5.06,-1.47,-0.38,-0.0658,1.52,0,0
506,506,5.07,-2.36,1.8,0.667,3.04,0,0
507,507,5.08,-3.28,3.83,0.821,5.11,0,0
508,508,5.09,-4.21,5.57,0.507,7.0,0,0
509,509,5.1,-5.11,7.17,0.167,8.81,0,0
510,510,5.11,-5.88,8.54,0.161,10.4,0,0
511,511,5.12,-6.32,9.61,0.438,11.5,0,0
512,512,5.13,-6.5,10.4,0.646,12.3,0,0
513,513,5.14,-6.34,10.8,0.821,12.6,0,0
514,514,5.15,-6.06,11.0,0.891,12.6,0,0
515,515,5.16,-5.82,10.9,0.732,12.4,0,0
516,516,5.17,-5.79,10.9,0.47,12.3,0,0
517,517,5.18,-5.77,10.8,0.257,12.3,0,0
518,518,5.19,-5.77,10.9,-0.0634,12.3,0,0
519,519,5.2,-5.87,10.9,-0.266,12.4,0,0
520,520,5.21,-6.06,10.7,-0.223,12.3,0,0
521,521,5.22,-6.19,10.5,-0.0982,12.2,0,0
522,522,5.23,-6.16,10.0,0.0249,11.7,0,0
523,523,5.24,-6.11,9.34,0.136,11.2,0,0
524,524,5.25,-6.01,8.66,0.233,10.5,0,0
525,525,5.26,-5.86,8.17,0.281,10.1,0,0
526,526,5.27,-5.77,7.79,0.16,9.7,0,0
527,527,5.28,-5.71,7.46,-0.177,9.4,0,0
528,528,5.29,-5.65,7.11,-0.568,9.1,0,0
529,529,5.3,-5.43,6.67,-1.08,8.67,0,0
530,530,5.31,-4.97,6.09,-1.83,8.07,0,0
531,531,5.32,-4.25,5.22,-2.71,7.26,0,0
532,532,5.33,-3.18,3.97,-3.88,6.39,0,0
533,533,5.34,-1.75,2.49,-4.16,5.16,0,0
534,534,5.35,0.084,0.549,-0.997,1.14,0,0
535,535,5.36,3.21,-3.7,3.71,6.15,0,0
536,536,5.37,8.45,-10.5,8.57,15.9,0,0
537,537,5.38,15.2,-18.0,6.45,24.4,0,0
538,538,5.39,22.4,-26.0,-1.08,34.3,0,0
539,539,5.4,27.0,-30.5,-7.43,41.4,0,0
540,540,5.41,24.6,-25.8,-6.0,36.2,0,0
541,541,5.42,16.5,-14.2,1.18,21.8,0,0
542,542,5.43,11.6,-8.01,3.79,14.6,0,0
543,543,5.44,9.36,-6.62,2.28,11.7,0,0
544,544,5.45,8.14,-6.98,1.72,10.9,0,0
545,545,5.46,7.4,-8.17,2.7,11.4,0,0
546,546,5.47,6.75,-8.94,3.26,11.7,0,0
547,547,5.48,6.13,-8.98,3.09,11.3,0,0
548,548,5.49,5.43,-8.35,2.12,10.2,0,0
549,549,5.5,4.44,-7.26,0.589,8.53,0,0
550,550,5.51,3.15,-5.99,-0.95,6.84,0,0
551,551,5.52,1.93,-4.87,-1.73,5.51,0,0
552,552,5.53,0.958,-3.63,-1.5,4.04,0,0
553,553,5.54,0.0334,-2.01,-0.944,2.22,0,0
554,554,5.55,-0.935,0.0147,-0.22,0.961,0,0
555,555,5.56,-2.03,2.11,0.686,3.01,0,0
556,556,5.57,-3.26,3.92,1.13,5.22,0,0
557,557,5.58,-4.34,5.35,1.22,7.0,0,0
558,558,5.59,-5.1,6.6,1.17,8.42,0,0
559,559,5.6,-5.6,7.68,1.02,9.56,0,0
560,560,5.61,-6.14,8.87,0.495,10.8,0,0
561,561,5.62,-6.57,9.95,-0.0326,11.9,0,0
562,562,5.63,-6.7,10.5,-0.355,12.5,0,0
563,563,5.64,-6.74,10.5,-0.492,12.5,0,0
564,564,5.65,-6.79,10.4,-0.293,12.4,0,0
565,565,5.66,-6.78,10.1,0.0396,12.2,0,0
566,566,5.67,-6.76,9.84,0.322,11.9,0,0
567,567,5.68,-6.72,9.64,0.61,11.8,0,0
568,568,5.69,-6.74,9.52,0.958,11.7,0,0
569,569,5.7,-6.72,9.51,1.45,11.7,0,0
570,570,5.71,-6.6,9.31,1.98,11.6,0,0
571,571,5.72,-6.41,8.93,2.46,11.3,0,0
572,572,5.73,-6.32,8.73,2.73,11.1,0,0
573,573,5.74,-6.26,8.63,2.82,11.0,0,0
574,574,5.75,-6.1,8.58,2.82,10.9,0,0
575,575,5.76,-5.91,8.63,2.65,10.8,0,0
576,576,5.77,-5.76,8.62,2.22,10.6,0,0
577,577,5.78,-5.6,8.51,1.69,10.3,0,0
578,578,5.79,-5.37,8.33,1.34,10.0,0,0
579,579,5.8,-4.97,8.0,0.785,9.45,0,0
580,580,5.81,-3.02,6.82,-4.71,8.83,0,0
581,581,5.82,0.846,3.44,-12.3,12.8,0,0
582,582,5.83,2.15,-0.12,-15.9,16.0,0,0
583,583,5.84,1.25,-0.602,-9.93,10.0,0,0
584,584,5.85,-0.465,0.234,3.91,3.94,0,0
585,585,5.86,2.95,-5.16,9.09,10.9,0,0
586,586,5.87,10.4,-13.7,13.2,21.7,0,0
587,587,5.88,17.3,-20.8,12.9,29.9,0,0
588,588,5.89,22.2,-27.6,5.07,35.8,0,0
589,589,5.9,22.2,-29.8,-3.96,37.4,0,0
590,590,5.91,16.7,-22.7,-8.61,29.5,0,0
591,591,5.92,11.3,-14.4,-5.04,19.0,0,0
592,592,5.93,9.31,-10.8,0.0196,14.2,0,0
593,593,5.94,9.6,-8.67,0.857,13.0,0,0
594,594,5.95,10.6,-8.15,0.624,13.4,0,0
595,595,5.96,10.6,-8.76,1.25,13.8,0,0
596,596,5.97,9.38,-8.46,2.0,12.8,0,0
597,597,5.98,7.66,-7.22,1.65,10.7,0,0
598,598,5.99,5.92,-5.84,0.0323,8.32,0,0
599,599,6.0,4.1,-4.85,-1.71,6.58,0,0
600,600,6.01,2.17,-4.22,-2.02,5.16,0,0
601,601,6.02,0.574,-3.3,-0.782,3.44,0,0
602,602,6.03,-0.581,-1.72,0.696,1.95,0,0
603,603,6.04,-1.53,0.337,1.77,2.36,0,0
604,604,6.05,-2.28,2.42,2.11,3.94,0,0
605,605,6.06,-3.02,4.41,1.97,5.69,0,0
606,606,6.07,-3.87,6.25,1.68,7.54,0,0
607,607,6.08,-4.67,7.85,1.38,9.23,0,0
608,608,6.09,-5.29,9.13,1.28,10.6,0,0
609,609,6.1,-5.65,9.92,1.18,11.5,0,0
610,610,6.11,-5.89,10.4,0.963,12.0,0,0
611,611,6.12,-6.03,10.7,0.663,12.3,0,0
612,612,6.13,-6.16,10.8,0.472,12.5,0,0
613,613,6.14,-6.28,10.7,0.536,12.5,0,0
614,614,6.15,-6.39,10.6,0.604,12.4,0,0
615,615,6.16,-6.48,10.3,0.633,12.2,0,0
616,616,6.17,-6.59,10.3,0.687,12.2,0,0
617,617,6.18,-6.76,10.2,0.756,12.3,0,0
618,618,6.19,-6.97,10.2,0.96,12.4,0,0
619,619,6.2,-7.15,10.2,1.17,12.5,0,0
620,620,6.21,-7.28,10.0,1.28,12.5,0,0
621,621,6.22,-7.34,9.71,1.32,12.3,0,0
622,622,6.23,-7.17,9.15,1.29,11.7,0,0
623,623,6.24,-6.78,8.43,1.14,10.9,0,0
624,624,6.25,-6.35,7.86,0.943,10.1,0,0
625,625,6.26,-5.98,7.46,0.788,9.59,0,0
626,626,6.27,-5.69,7.17,0.549,9.17,0,0
627,627,6.28,-5.4,6.89,-0.0722,8.76,0,0
628,628,6.29,-4.81,6.31,-1.39,8.06,0,0
629,629,6.3,-3.86,5.27,-2.98,7.18,0,0
630,630,6.31,-3.14,4.12,-4.54,6.89,0,0
631,631,6.32,-2.16,2.27,-6.85,7.54,0,0
632,632,6.33,-0.619,-0.17,-7.81,7.84,0,0
633,633,6.34,0.291,-2.17,-2.48,3.31,0,0
634,634,6.35,2.79,-7.03,2.94,8.11,0,0
635,635,6.36,8.27,-15.3,7.85,19.1,0,0
636,636,6.37,15.5,-23.5,7.92,29.2,0,0
637,637,6.38,23.0,-31.3,1.03,38.9,0,0
638,638,6.39,26.6,-32.8,-6.95,42.8,0,0
639,639,6.41,21.3,-21.6,-6.98,31.1,0,0
640,640,6.42,14.7,-11.1,0.338,18.4,0,0
641,641,6.43,11.7,-7.74,4.32,14.7,0,0
642,642,6.44,9.43,-6.75,3.43,12.1,0,0
643,643,6.45,7.69,-7.17,2.35,10.8,0,0
644,644,6.46,6.5,-8.19,2.91,10.9,0,0
645,645,6.47,5.57,-8.67,3.93,11.0,0,0
646,646,6.48,4.78,-8.35,4.05,10.4,0,0
647,647,6.49,3.97,-7.6,2.97,9.07,0,0
648,648,6.5,2.97,-6.83,1.26,7.56,0,0
649,649,6.51,1.78,-6.09,-0.485,6.37,0,0
650,650,6.52,0.728,-5.35,-1.64,5.64,0,0
651,651,6.53,-0.204,-4.07,-1.38,4.3,0,0
652,652,6.54,-0.926,-2.27,-0.0188,2.45,0,0
653,653,6.55,-1.47,-0.271,1.25,1.95,0,0
654,654,6.56,-2.18,1.63,2.03,3.4,0,0
655,655,6.57,-2.85,3.38,2.09,4.9,0,0
656,656,6.58,-3.62,5.12,1.54,6.46,0,0
657,657,6.59,-4.44,6.75,0.739,8.12,0,0
658,658,6.6,-5.21,8.28,0.144,9.78,0,0
659,659,6.61,-5.74,9.59,-0.261,11.2,0,0
660,660,6.62,-6.01,10.5,-0.54,12.1,0,0
661,661,6.63,-6.06,11.2,-0.663,12.7,0,0
662,662,6.64,-6.1,11.6,-0.594,13.1,0,0
663,663,6.65,-6.24,11.7,-0.228,13.3,0,0
664,664,6.66,-6.37,11.9,0.219,13.5,0,0
665,665,6.67,-6.33,11.7,0.607,13.3,0,0
666,666,6.68,-6.25,11.6,0.998,13.2,0,0
667,667,6.69,-6.26,11.5,1.41,13.1,0,0
668,668,6.7,-6.3,11.3,1.67,13.0,0,0
669,669,6.71,-6.4,11.0,1.76,12.8,0,0
670,670,6.72,-6.38,10.6,1.71,12.5,0,0
671,671,6.73,-6.19,10.1,1.44,12.0,0,0
672,672,6.74,-5.88,9.43,0.999,11.2,0,0
673,673,6.75,-5.6,8.69,0.565,10.4,0,0
674,674,6.76,-5.45,8.17,0.237,9.83,0,0
675,675,6.77,-5.35,7.8,-0.101,9.46,0,0
676,676,6.78,-5.24,7.44,-0.544,9.11,0,0
677,677,6.79,-5.09,6.95,-1.18,8.7,0,0
678,678,6.8,-4.75,6.29,-2.06,8.15,0,0
679,679,6.81,-4.1,5.41,-3.07,7.45,0,0
680,680,6.82,-3.12,4.13,-4.45,6.83,0,0
681,681,6.83,-1.9,2.21,-6.33,6.96,0,0
682,682,6.84,-0.828,0.356,-5.12,5.2,0,0
683,683,6.85,0.266,-1.37,0.489,1.48,0,0
684,684,6.86,3.23,-5.86,4.21,7.91,0,0
685,685,6.87,8.42,-11.6,8.38,16.6,0,0
686,686,6.88,15.0,-16.9,6.35,23.5,0,0
687,687,6.89,22.1,-23.7,0.441,32.4,0,0
688,688,6.9,27.2,-29.6,-3.35,40.3,0,0
689,689,6.91,27.2,-29.7,-6.01,40.7,0,0
690,690,6.92,19.6,-18.6,-3.43,27.3,0,0
691,691,6.93,12.4,-9.16,1.76,15.5,0,0
692,692,6.94,8.86,-5.88,3.35,11.2,0,0
693,693,6.95,7.18,-4.61,3.74,9.32,0,0
694,694,6.96,6.5,-5.23,4.28,9.38,0,0
695,695,6.97,6.36,-6.91,4.33,10.3,0,0
696,696,6.98,6.26,-8.14,3.5,10.9,0,0
697,697,6.99,5.9,-8.7,2.23,10.7,0,0
698,698,7.0,5.12,-8.42,0.997,9.91,0,0
699,699,7.01,4.12,-7.49,0.513,8.56,0,0
700,700,7.02,3.17,-6.36,1.1,7.19,0,0
701,701,7.03,2.1,-4.66,1.74,5.4,0,0
702,702,7.04,0.965,-2.56,1.97,3.37,0,0
703,703,7.05,-0.15,-0.372,2.08,2.12,0,0
704,704,7.06,-1.4,1.92,1.88,3.03,0,0
705,705,7.07,-2.6,4.2,1.51,5.16,0,0
706,706,7.08,-3.58,6.2,1.03,7.24,0,0
707,707,7.09,-4.42,7.96,0.637,9.13,0,0
708,708,7.1,-5.04,9.43,0.403,10.7,0,0
709,709,7.11,-5.24,10.5,0.287,11.7,0,0
710,710,7.12,-5.17,11.0,0.195,12.2,0,0
711,711,7.13,-5.11,11.3,0.0947,12.4,0,0
712,712,7.14,-5.17,11.5,0.00563,12.6,0,0
713,713,7.15,-5.39,11.6,0.0804,12.8,0,0
714,714,7.16,-5.67,11.6,0.274,12.9,0,0
715,715,7.17,-5.87,11.5,0.474,12.9,0,0
716,716,7.18,-6.03,11.4,0.589,12.9,0,0
717,717,7.19,-6.23,11.2,0.639,12.8,0,0
718,718,7.2,-6.35,10.9,0.693,12.6,0,0
719,719,7.21,-6.41,10.6,0.777,12.5,0,0
720,720,7.22,-6.43,10.3,0.915,12.2,0,0
721,721,7.23,-6.28,9.6,1.01,11.5,0,0
722,722,7.24,-5.95,8.78,0.955,10.7,0,0
723,723,7.25,-5.66,8.14,0.901,9.96,0,0
724,724,7.26,-5.44,7.79,0.905,9.55,0,0
725,725,7.27,-5.23,7.64,0.881,9.3,0,0
726,726,7.28,-5.05,7.56,0.745,9.12,0,0
727,727,7.29,-4.86,7.52,0.656,8.98,0,0
728,728,7.3,-4.67,7.4,0.572,8.77,0,0
729,729,7.31,-4.43,7.02,0.151,8.31,0,0
730,730,7.32,-3.78,5.79,-1.33,7.04,0,0
731,731,7.33,-2.53,3.34,-4.15,5.9,0,0
732,732,7.34,-0.748,0.195,-8.72,8.76,0,0
733,733,7.35,0.831,-1.68,-9.09,9.28,0,0
734,734,7.36,3.31,-5.51,-5.94,8.75,0,0
735,735,7.37,6.81,-11.5,2.26,13.5,0,0
736,736,7.38,11.4,-17.6,7.5,22.3,0,0
737,737,7.39,14.9,-24.2,7.89,29.5,0,0
738,738,7.4,17.3,-30.7,1.64,35.3,0,0
739,739,7.41,16.0,-30.9,-5.48,35.3,0,0
740,740,7.42,11.8,-20.2,-5.03,24.0,0,0
741,741,7.43,9.25,-10.5,-1.52,14.1,0,0
742,742,7.44,8.47,-6.94,-0.0395,10.9,0,0
743,743,7.45,8.31,-5.75,-0.187,10.1,0,0
744,744,7.46,8.44,-5.88,0.122,10.3,0,0
745,745,7.47,8.39,-6.73,1.85,10.9,0,0
746,746,7.48,7.7,-7.17,2.67,10.9,0,0
747,747,7.49,6.62,-7.16,2.03,9.96,0,0
748,748,7.5,5.39,-7.24,0.665,9.05,0,0
749,749,7.51,3.89,-7.31,-1.01,8.35,0,0
750,750,7.52,2.06,-7.06,-2.2,7.68,0,0
751,751,7.53,0.442,-6.35,-2.0,6.67,0,0
752,752,7.54,-0.762,-5.06,-1.07,5.22,0,0
753,753,7.55,-1.73,-3.26,-0.211,3.69,0,0
754,754,7.56,-2.44,-1.4,0.521,2.86,0,0
755,755,7.57,-3.25,0.506,0.812,3.39,0,0
756,756,7.58,-4.18,2.46,0.609,4.89,0,0
757,757,7.59,-5.08,4.3,0.368,6.67,0,0
758,758,7.6,-5.87,5.95,0.273,8.37,0,0
759,759,7.61,-6.62,7.45,0.359,9.97,0,0
760,760,7.62,-7.15,8.75,0.706,11.3,0,0
761,761,7.63,-7.49,9.78,1.06,12.4,0,0
762,762,7.64,-7.66,10.4,1.25,13.0,0,0
763,763,7.65,-7.47,10.6,1.41,13.0,0,0
764,764,7.66,-7.19,10.7,1.54,13.0,0,0
765,765,7.67,-6.92,10.9,1.63,13.0,0,0
766,766,7.68,-6.71,11.0,1.73,13.0,0,0
767,767,7.69,-6.62,11.2,1.87,13.2,0,0
768,768,7.7,-6.51,11.3,2.02,13.2,0,0
769,769,7.71,-6.28,11.3,1.88,13.0,0,0
770,770,7.72,-6.08,11.1,1.56,12.8,0,0
771,771,7.73,-5.79,10.8,1.12,12.3,0,0
772,772,7.74,-5.4,10.3,0.542,11.6,0,0
773,773,7.75,-4.91,9.54,-0.129,10.7,0,0
774,774,7.76,-4.38,8.8,-0.703,9.85,0,0
775,775,7.77,-3.85,8.18,-1.13,9.11,0,0
776,776,7.78,-3.31,7.74,-1.63,8.57,0,0
777,777,7.79,-2.61,7.38,-2.48,8.21,0,0
778,778,7.8,-1.92,7.06,-3.22,7.99,0,0
779,779,7.81,-1.31,6.53,-3.99,7.76,0,0
780,780,7.82,-0.714,5.58,-4.68,7.32,0,0
781,781,7.83,-0.297,4.42,-4.72,6.47,0,0
782,782,7.84,-0.283,2.94,-3.22,4.37,0,0
783,783,7.85,-0.263,1.17,0.634,1.36,0,0
784,784,7.86,1.61,-2.76,4.02,5.14,0,0
785,785,7.87,6.05,-10.7,6.67,14.0,0,0
786,786,7.88,13.2,-20.8,7.56,25.8,0,0
787,787,7.89,20.1,-30.6,3.33,36.7,0,0
788,788,7.9,22.9,-35.1,-0.273,41.9,0,0
789,789,7.91,19.6,-29.0,-3.66,35.2,0,0
790,790,7.92,13.0,-15.0,-6.74,21.0,0,0
791,791,7.93,8.97,-8.58,-4.16,13.1,0,0
792,792,7.94,6.94,-7.87,0.821,10.5,0,0
793,793,7.95,5.56,-7.09,0.901,9.05,0,0
794,794,7.96,4.37,-7.81,0.803,8.98,0,0
795,795,7.97,3.36,-9.57,2.11,10.4,0,0
796,796,7.98,2.6,-9.93,3.41,10.8,0,0
797,797,7.99,1.93,-9.09,3.67,9.99,0,0
798,798,8.0,1.55,-7.88,2.92,8.54,0,0
799,799,8.01,1.11,-6.15,1.54,6.43,0,0
800,800,8.02,0.365,-4.05,-0.0649,4.06,0,0
801,801,8.03,-0.436,-2.03,-1.04,2.32,0,0
802,802,8.04,-1.31,-0.0884,-1.17,1.76,0,0
803,803,8.05,-2.24,1.74,-0.671,2.91,0,0
804,804,8.06,-3.0,3.33,0.181,4.48,0,0
805,805,8.07,-3.66,4.68,0.782,5.99,0,0
806,806,8.08,-4.32,5.87,1.01,7.36,0,0
807,807,8.09,-4.9,7.02,0.936,8.61,0,0
808,808,8.1,-5.41,8.05,0.795,9.73,0,0
809,809,8.11,-5.8,8.97,0.753,10.7,0,0
810,810,8.12,-6.06,9.75,0.613,11.5,0,0
811,811,8.13,-6.1,10.3,0.387,12.0,0,0
812,812,8.14,-5.96,10.8,0.0643,12.3,0,0
813,813,8.15,-5.75,11.0,-0.152,12.4,0,0
814,814,8.16,-5.63,11.3,-0.161,12.6,0,0
815,815,8.17,-5.6,11.6,-0.165,12.9,0,0
816,816,8.18,-5.59,11.9,-0.213,13.1,0,0
817,817,8.19,-5.46,12.0,-0.182,13.2,0,0
818,818,8.2,-5.15,11.9,0.167,13.0,0,0
819,819,8.21,-4.71,11.5,0.547,12.4,0,0
820,820,8.22,-4.21,10.4,0.815,11.2,0,0
821,821,8.23,-3.83,8.99,1.05,9.83,0,0
822,822,8.24,-3.66,8.0,1.16,8.87,0,0
823,823,8.25,-3.51,7.32,1.15,8.2,0,0
824,824,8.26,-3.34,6.68,1.05,7.54,0,0
825,825,8.27,-3.23,6.18,0.7,7.01,0,0
826,826,8.28,-3.04,5.76,-0.118,6.51,0,0
827,827,8.29,-2.7,5.16,-1.54,6.03,0,0
828,828,8.3,-2.21,4.09,-3.36,5.74,0,0
829,829,8.31,-1.84,2.71,-4.66,5.7,0,0
830,830,8.32,-1.52,1.31,-5.39,5.75,0,0
831,831,8.33,-1.1,0.307,-4.43,4.57,0,0
832,832,8.34,-0.35,-0.776,-0.11,0.858,0,0
833,833,8.35,1.6,-4.22,4.1,6.09,0,0
834,834,8.36,6.36,-10.7,7.84,14.7,0,0
835,835,8.37,14.1,-19.5,7.53,25.2,0,0
836,836,8.38,20.9,-28.5,3.35,35.5,0,0
837,837,8.39,24.9,-33.4,-2.86,41.8,0,0
838,838,8.4,22.5,-27.9,-8.56,36.9,0,0
839,839,8.41,11.7,-15.2,-2.08,19.3,0,0
840,840,8.42,5.56,-10.4,1.2,11.9,0,0
841,841,8.43,3.38,-9.73,0.801,10.3,0,0
842,842,8.44,1.88,-9.12,0.114,9.32,0,0
843,843,8.45,0.778,-8.9,0.00319,8.93,0,0
844,844,8.46,0.106,-8.76,0.906,8.81,0,0
845,845,8.47,-0.339,-8.23,2.06,8.5,0,0
846,846,8.48,-0.655,-7.27,2.28,7.65,0,0
847,847,8.49,-0.571,-5.99,1.05,6.11,0,0
848,848,8.5,0.186,-4.47,-1.03,4.59,0,0
849,849,8.51,1.06,-3.03,-2.27,3.93,0,0
850,850,8.52,1.27,-2.12,-1.65,2.97,0,0
851,851,8.53,0.655,-1.62,-0.23,1.77,0,0
852,852,8.54,-0.353,-1.0,0.812,1.34,0,0
853,853,8.55,-1.3,0.15,1.34,1.87,0,0
854,854,8.56,-2.23,1.97,1.43,3.3,0,0
855,855,8.57,-3.25,4.12,1.16,5.37,0,0
856,856,8.58,-4.28,6.23,0.811,7.6,0,0
857,857,8.59,-5.21,8.02,0.704,9.59,0,0
858,858,8.6,-5.98,9.54,0.733,11.3,0,0
859,859,8.61,-6.48,10.6,0.793,12.5,0,0
860,860,8.62,-6.69,11.3,0.708,13.1,0,0
861,861,8.63,-6.57,11.7,0.677,13.4,0,0
862,862,8.64,-6.12,11.9,0.895,13.4,0,0
863,863,8.65,-5.47,11.9,1.27,13.2,0,0
864,864,8.66,-4.96,11.8,1.49,12.9,0,0
865,865,8.67,-4.69,11.8,1.59,12.8,0,0
866,866,8.68,-4.55,11.9,1.56,12.8,0,0
867,867,8.69,-4.54,11.9,1.63,12.8,0,0
868,868,8.7,-4.62,11.8,1.67,12.8,0,0
869,869,8.71,-4.59,11.4,1.64,12.4,0,0
870,870,8.72,-4.37,10.3,1.68,11.3,0,0
871,871,8.73,-4.13,9.16,1.74,10.2,0,0
872,872,8.74,-4.05,8.53,1.73,9.6,0,0
873,873,8.75,-4.03,8.17,1.53,9.23,0,0
874,874,8.76,-4.06,8.01,1.28,9.07,0,0
875,875,8.77,-4.14,7.87,1.28,8.98,0,0
876,876,8.78,-4.19,7.56,1.41,8.76,0,0
877,877,8.79,-4.14,7.06,1.58,8.34,0,0
878,878,8.8,-3.85,6.26,1.8,7.57,0,0
879,879,8.81,-3.19,4.79,2.01,6.1,0,0
880,880,8.82,-2.03,2.31,2.53,3.98,0,0
881,881,8.83,-0.0885,-1.67,3.51,3.89,0,0
882,882,8.84,4.58,-8.96,0.933,10.1,0,0
883,883,8.85,13.7,-21.7,-10.3,27.7,0,0
884,884,8.86,18.5,-29.7,-7.78,35.8,0,0
885,885,8.87,19.3,-30.4,-0.621,36.0,0,0
886,886,8.88,18.7,-24.9,2.01,31.2,0,0
887,887,8.89,15.4,-15.5,1.88,21.9,0,0
888,888,8.9,12.0,-10.6,3.66,16.5,0,0
889,889,8.91,10.1,-9.05,1.45,13.6,0,0
890,890,8.92,9.37,-8.8,-0.55,12.9,0,0
891,891,8.93,9.14,-9.13,-0.57,12.9,0,0
892,892,8.94,8.38,-9.27,0.824,12.5,0,0
893,893,8.95,7.23,-8.74,1.46,11.4,0,0
894,894,8.96,6.32,-8.0,0.636,10.2,0,0
895,895,8.97,5.67,-7.43,-1.58,9.48,0,0
896,896,8.98,5.08,-7.17,-4.66,9.95,0,0
897,897,8.99,4.25,-6.9,-5.94,10.0,0,0
898,898,9.0,2.76,-5.87,-4.18,7.71,0,0
899,899,9.01,1.17,-4.29,-1.69,4.76,0,0
900,900,9.02,-0.0343,-3.05,0.214,3.06,0,0
901,901,9.03,-0.761,-2.24,1.5,2.8,0,0
902,902,9.04,-1.55,-0.771,2.26,2.85,0,0
903,903,9.05,-2.35,1.22,2.45,3.61,0,0
904,904,9.06,-3.02,3.2,2.36,4.99,0,0
905,905,9.07,-3.82,5.28,2.16,6.86,0,0
906,906,9.08,-4.7,7.37,2.02,8.97,0,0
907,907,9.09,-5.48,9.04,1.9,10.7,0,0
908,908,9.1,-6.02,10.3,1.88,12.1,0,0
909,909,9.11,-6.33,11.2,1.9,13.0,0,0
910,910,9.12,-6.35,11.7,2.12,13.5,0,0
911,911,9.13,-6.17,12.1,2.68,13.8,0,0
912,912,9.14,-6.03,12.3,3.27,14.1,0,0
913,913,9.15,-6.03,12.5,3.67,14.3,0,0
914,914,9.16,-5.86,12.5,3.99,14.3,0,0
915,915,9.17,-5.59,12.3,3.83,14.0,0,0
916,916,9.18,-5.3,12.0,3.39,13.5,0,0
917,917,9.19,-5.03,11.7,2.75,13.0,0,0
918,918,9.2,-4.83,11.4,2.19,12.6,0,0
919,919,9.21,-4.7,11.1,1.9,12.2,0,0
920,920,9.22,-4.62,10.9,1.72,12.0,0,0
921,921,9.23,-4.48,10.6,1.55,11.7,0,0
922,922,9.24,-4.27,10.3,1.38,11.3,0,0
923,923,9.25,-4.04,9.99,1.28,10.8,0,0
924,924,9.26,-3.83,9.66,1.26,10.5,0,0
925,925,9.27,-3.69,9.38,1.3,10.2,0,0
926,926,9.28,-3.61,9.17,1.31,9.94,0,0
927,927,9.29,-3.49,8.96,1.28,9.7,0,0
928,928,9.3,-3.26,8.63,1.05,9.29,0,0
929,929,9.31,-2.51,7.67,-0.000475,8.08,0,0
930,930,9.32,-0.744,4.96,-3.75,6.26,0,0
931,931,9.33,1.3,0.55,-8.74,8.85,0,0
932,932,9.34,2.17,-2.5,-5.99,6.84,0,0
933,933,9.35,5.87,-8.68,-3.46,11.0,0,0
934,934,9.36,12.3,-17.8,2.65,21.8,0,0
935,935,9.37,19.7,-27.9,9.46,35.5,0,0
936,936,9.38,25.9,-37.5,10.4,46.7,0,0
937,937,9.39,27.1,-38.1,4.1,46.9,0,0
938,938,9.4,21.9,-23.6,-5.64,32.7,0,0
939,939,9.41,14.9,-9.9,-4.91,18.5,0,0
940,940,9.42,10.0,-6.9,0.619,12.2,0,0
